Date,Symbol,Open,High,Low,Close,Volume
2026-01-13,ADANIGREEN.NS,952.4000244140625,952.4000244140625,927.4000244140625,936.7000122070312,2066428
2026-01-14,ADANIGREEN.NS,935.5,945.0,932.0999755859375,935.2999877929688,774904
2026-01-15,ADANIGREEN.NS,935.2999877929688,935.2999877929688,935.2999877929688,935.2999877929688,0
2026-01-16,ADANIGREEN.NS,935.2999877929688,946.7999877929688,926.2999877929688,930.0999755859375,1088002
2026-01-19,ADANIGREEN.NS,928.0,936.0,911.5,914.0,1203147
2026-01-20,ADANIGREEN.NS,914.0999755859375,927.0,878.0,883.2000122070312,2195862
2026-01-21,ADANIGREEN.NS,885.5,892.5999755859375,868.0,878.7000122070312,2259912
2026-01-22,ADANIGREEN.NS,894.0,916.4000244140625,889.0999755859375,904.2999877929688,1851769
2026-01-23,ADANIGREEN.NS,909.0,909.0,765.0,772.7999877929688,22973223
2026-01-27,ADANIGREEN.NS,789.0,819.2000122070312,768.0999755859375,799.0999755859375,13752483
2026-01-28,ADANIGREEN.NS,809.0,825.7000122070312,795.0,822.9000244140625,4377377
2026-01-29,ADANIGREEN.NS,824.4000244140625,864.7999877929688,816.5,858.7999877929688,7356835
2026-01-30,ADANIGREEN.NS,854.9000244140625,864.7999877929688,842.7000122070312,852.2999877929688,2887230
2026-02-02,ADANIGREEN.NS,814.2000122070312,847.9000244140625,807.0,843.9500122070312,3922655
2026-02-03,ADANIGREEN.NS,924.0,951.5499877929688,900.0,932.0999755859375,10826968
2026-02-04,ADANIGREEN.NS,935.0,970.9000244140625,920.3499755859375,954.4500122070312,4230654
2026-02-05,ADANIGREEN.NS,954.0,972.0,951.4500122070312,967.1500244140625,3102511
2026-02-06,ADANIGREEN.NS,966.0,974.9500122070312,954.25,971.8499755859375,1608144
2026-02-09,ADANIGREEN.NS,985.0,996.25,976.4500122070312,982.6500244140625,1645440
2026-02-10,ADANIGREEN.NS,985.7999877929688,987.7999877929688,953.0499877929688,978.2999877929688,2057124
2026-02-11,ADANIGREEN.NS,977.0,998.1500244140625,975.0499877929688,994.75,1489878
2026-02-12,ADANIGREEN.NS,992.4500122070312,999.5999755859375,980.0499877929688,997.6500244140625,1250477
2026-02-13,ADANIGREEN.NS,988.9000244140625,989.9000244140625,943.75,950.5,2943844
2026-02-16,ADANIGREEN.NS,949.5,999.0,936.4500122070312,991.25,4171950
2026-02-17,ADANIGREEN.NS,982.6500244140625,1018.9500122070312,979.25,1016.7999877929688,3770349
2026-02-18,ADANIGREEN.NS,1019.0,1019.9500122070312,987.4000244140625,1000.0999755859375,1964869
2026-02-19,ADANIGREEN.NS,1000.0999755859375,1005.0,970.0,976.5,1500530
2026-02-20,ADANIGREEN.NS,976.4000244140625,980.75,965.0,968.25,1221495
2026-02-23,ADANIGREEN.NS,978.25,987.5499877929688,962.0,970.3499755859375,1188654
2026-02-24,ADANIGREEN.NS,970.1500244140625,988.0,956.4500122070312,981.3499755859375,1290484
2026-02-25,ADANIGREEN.NS,984.9500122070312,988.5999755859375,960.0,964.1500244140625,1345367
2026-02-26,ADANIGREEN.NS,964.1500244140625,973.5,956.5499877929688,965.9500122070312,911136
2026-02-27,ADANIGREEN.NS,960.3499755859375,969.5,942.0,947.3499755859375,1156653
2026-03-02,ADANIGREEN.NS,915.0,926.9500122070312,880.25,903.5499877929688,3482707
