Date,Symbol,Open,High,Low,Close,Volume
2026-01-13,APLLTD.NS,804.7000122070312,804.7000122070312,792.5499877929688,801.0999755859375,36931
2026-01-14,APLLTD.NS,795.0,801.9500122070312,786.3499755859375,789.9000244140625,43944
2026-01-15,APLLTD.NS,789.9000244140625,789.9000244140625,789.9000244140625,789.9000244140625,0
2026-01-16,APLLTD.NS,793.0,793.0499877929688,772.6500244140625,774.9000244140625,82410
2026-01-19,APLLTD.NS,771.0,774.4000244140625,763.4000244140625,769.7999877929688,42429
2026-01-20,APLLTD.NS,769.9000244140625,773.9000244140625,759.0499877929688,765.1500244140625,69244
2026-01-21,APLLTD.NS,762.4500122070312,764.5,747.0,761.7999877929688,69845
2026-01-22,APLLTD.NS,761.9500122070312,780.2000122070312,761.9500122070312,769.4000244140625,43936
2026-01-23,APLLTD.NS,768.7999877929688,768.7999877929688,761.0499877929688,764.5499877929688,22832
2026-01-27,APLLTD.NS,764.5499877929688,765.0,744.75,757.2999877929688,35416
2026-01-28,APLLTD.NS,770.0,770.0,756.0,763.7000122070312,39347
2026-01-29,APLLTD.NS,762.2999877929688,770.0,755.0,763.2999877929688,35797
2026-01-30,APLLTD.NS,757.0,788.9500122070312,752.3499755859375,783.2000122070312,42071
2026-02-02,APLLTD.NS,779.0,795.0,761.9000244140625,782.0499877929688,36978
2026-02-03,APLLTD.NS,814.0,814.0,787.25,791.6500244140625,30627
2026-02-04,APLLTD.NS,783.0,801.0,783.0,798.3499755859375,37352
2026-02-05,APLLTD.NS,801.0,827.4500122070312,791.1500244140625,810.4500122070312,264179
2026-02-06,APLLTD.NS,805.5999755859375,808.0,776.2000122070312,797.6500244140625,114388
2026-02-09,APLLTD.NS,800.0,804.0,786.5999755859375,795.9500122070312,40569
2026-02-10,APLLTD.NS,799.9500122070312,806.2999877929688,795.9500122070312,801.9000244140625,23723
2026-02-11,APLLTD.NS,800.0,811.7999877929688,793.0999755859375,804.3499755859375,26703
2026-02-12,APLLTD.NS,790.0,802.25,786.0,789.9000244140625,20307
2026-02-13,APLLTD.NS,791.0,791.75,765.0,769.9000244140625,36351
2026-02-16,APLLTD.NS,759.9000244140625,782.9500122070312,756.0,769.8499755859375,27502
2026-02-17,APLLTD.NS,758.0999755859375,781.9000244140625,758.0999755859375,777.0,23090
2026-02-18,APLLTD.NS,777.0,787.9500122070312,765.2999877929688,775.2999877929688,34931
2026-02-19,APLLTD.NS,773.0499877929688,784.0,765.0,767.5,32600
2026-02-20,APLLTD.NS,765.0,768.5499877929688,756.0,763.0499877929688,20305
2026-02-23,APLLTD.NS,765.0,774.9000244140625,763.0,769.3499755859375,23535
2026-02-24,APLLTD.NS,765.0,767.0,747.0499877929688,750.8499755859375,66935
2026-02-25,APLLTD.NS,752.0499877929688,773.4500122070312,733.0499877929688,739.9000244140625,143443
2026-02-26,APLLTD.NS,738.0,748.9000244140625,726.0499877929688,729.5999755859375,137610
2026-02-27,APLLTD.NS,733.2000122070312,735.7999877929688,705.0,711.2000122070312,114860
2026-03-02,APLLTD.NS,700.0,708.0,691.25,705.25,58524
2026-03-04,APLLTD.NS,700.0,705.0,690.0,698.2999877929688,59557
2026-03-05,APLLTD.NS,704.4000244140625,709.5999755859375,693.1500244140625,707.5,43101
2026-03-06,APLLTD.NS,707.0,724.5,701.7000122070312,708.5,62638
2026-03-09,APLLTD.NS,702.0999755859375,715.0,682.0,705.6500244140625,67688
2026-03-10,APLLTD.NS,709.4000244140625,720.75,707.4500122070312,712.3499755859375,50462
2026-03-11,APLLTD.NS,711.0,725.3499755859375,703.0,706.0999755859375,76774
2026-03-12,APLLTD.NS,704.2000122070312,709.6500244140625,692.6500244140625,703.2999877929688,24838
2026-03-13,APLLTD.NS,703.2999877929688,704.9500122070312,675.0,677.9500122070312,45309
2026-03-16,APLLTD.NS,678.0,686.9000244140625,667.0499877929688,675.2999877929688,52315
2026-03-17,APLLTD.NS,675.75,682.4500122070312,665.0999755859375,670.0,35053
2026-03-18,APLLTD.NS,672.9000244140625,684.0,669.4000244140625,676.2999877929688,47914
2026-03-19,APLLTD.NS,670.0,671.3499755859375,652.0,655.4500122070312,47930
2026-03-20,APLLTD.NS,656.9500122070312,686.9500122070312,656.9500122070312,677.2999877929688,70386
2026-03-23,APLLTD.NS,666.2999877929688,670.5,635.7999877929688,646.5499877929688,139039
2026-03-24,APLLTD.NS,662.0,678.5499877929688,638.1500244140625,673.2000122070312,173725
2026-03-25,APLLTD.NS,675.0,699.0,667.2000122070312,694.1500244140625,270997
2026-03-27,APLLTD.NS,694.0,694.1500244140625,666.0,673.5499877929688,710447
2026-03-30,APLLTD.NS,662.4500122070312,674.0,655.6500244140625,663.25,77784
2026-04-01,APLLTD.NS,668.9500122070312,681.4500122070312,665.25,677.0499877929688,58162
2026-04-02,APLLTD.NS,666.5,673.5499877929688,650.0,656.2000122070312,60922
2026-04-06,APLLTD.NS,658.0,661.2000122070312,644.5,655.9500122070312,65979
2026-04-07,APLLTD.NS,655.5499877929688,695.0,652.1500244140625,690.0999755859375,135276
2026-04-08,APLLTD.NS,716.0,748.0,700.0,726.25,157807
2026-04-09,APLLTD.NS,725.9500122070312,729.6500244140625,715.8499755859375,720.1500244140625,41524
2026-04-10,APLLTD.NS,720.25,736.1500244140625,720.25,724.2000122070312,35583
2026-04-13,APLLTD.NS,715.0,727.1500244140625,704.5,726.0,30872
