Date,Symbol,Open,High,Low,Close,Volume
2026-01-13,ASIANPAINT.NS,2900.0,2914.5,2870.800048828125,2886.300048828125,1051986
2026-01-14,ASIANPAINT.NS,2884.0,2884.0,2807.300048828125,2813.89990234375,958254
2026-01-15,ASIANPAINT.NS,2813.89990234375,2813.89990234375,2813.89990234375,2813.89990234375,0
2026-01-16,ASIANPAINT.NS,2787.89990234375,2826.5,2750.5,2756.89990234375,1143463
2026-01-19,ASIANPAINT.NS,2756.89990234375,2786.300048828125,2724.699951171875,2754.0,1342048
2026-01-20,ASIANPAINT.NS,2740.0,2740.10009765625,2669.300048828125,2675.60009765625,911151
2026-01-21,ASIANPAINT.NS,2670.0,2688.0,2648.0,2661.10009765625,914318
2026-01-22,ASIANPAINT.NS,2665.300048828125,2729.89990234375,2665.300048828125,2703.800048828125,1290346
2026-01-23,ASIANPAINT.NS,2703.800048828125,2782.89990234375,2690.800048828125,2703.699951171875,1786635
2026-01-27,ASIANPAINT.NS,2719.89990234375,2734.699951171875,2546.0,2622.800048828125,3818761
2026-01-28,ASIANPAINT.NS,2535.0,2548.5,2451.0,2511.800048828125,3430002
2026-01-29,ASIANPAINT.NS,2511.800048828125,2514.89990234375,2410.0,2416.0,3488159
2026-01-30,ASIANPAINT.NS,2417.0,2445.0,2400.5,2428.300048828125,2048843
2026-02-02,ASIANPAINT.NS,2374.89990234375,2429.5,2372.0,2402.0,1183482
2026-02-03,ASIANPAINT.NS,2525.0,2525.0,2391.0,2426.0,2233860
2026-02-04,ASIANPAINT.NS,2430.0,2463.800048828125,2417.10009765625,2452.699951171875,970973
2026-02-05,ASIANPAINT.NS,2445.0,2455.800048828125,2402.60009765625,2432.10009765625,1047405
2026-02-06,ASIANPAINT.NS,2432.0,2444.0,2386.10009765625,2401.10009765625,1043982
2026-02-09,ASIANPAINT.NS,2404.0,2426.199951171875,2396.800048828125,2417.39990234375,669839
